Data de fim:;2025-03-28 23:59
Data de início:;2025-03-28 11:25

Número total de resultados da pesquisa:;8494

Operação;Entidade;Área central;Estado;Diagnóstico;Criticidade;Utilizador;Data pedido;Duração
Alarmes Ativos;229824252;;Pronto;;;XRSDG95;2025-03-28 11:28:35;00:01
Avarias comuns;229824252;;Pronto;;;XRSDG95;2025-03-28 11:28:35;00:01
Estado do ONT;1702282748;;Em progresso;;;ROBOTTECH;2025-03-28 11:28:35;
Informação de cliente;1702282748;;Pronto;;;ROBOTTECH;2025-03-28 11:28:35;00:00
Cessação de Serviço;289841901;;Em progresso;;;XTLTW66;2025-03-28 11:28:35;
Consulta Produtos e Serviços;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:35;00:00
Consulta de quotas;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:35;00:00
Consulta Devices;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:35;00:00
Consulta PIN Visualização de canais e conteúdos;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:35;00:00
Consulta PIN adultos;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:35;00:00
Dados MediaHub;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:35;00:00
Dados Subscrições;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:35;00:00
Dados MediaRoom;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:35;00:00
Consulta PIN Compras e alugueres;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:35;00:00
Alarmes Arquivados 24h;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:35;00:00
Alarmes Ativos;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:35;00:00
Cadastro rede de acesso;214059714;;Pronto;;;ivr;2025-03-28 11:28:35;00:01
Remover configuração de MPLS;1703410902;;Pronto;OK;;XVIAA08;2025-03-28 11:28:35;00:02
Informação de cliente;1703410902;;Pronto;;;XVIAA08;2025-03-28 11:28:35;00:00
Regime de Propriedade;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:35;00:00
Obter dados de conta;1704577903;;Falha de sistema externo;;;XRSDI96;2025-03-28 11:28:35;00:00
Consulta Produtos e Serviços;1704469898;;Pronto;;;XITCC22;2025-03-28 11:28:34;00:01
Diagnóstico HGW;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:34;00:01
Consulta Produtos e Serviços;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:34;00:00
Regime de Propriedade;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:34;00:00
Estado do ONT;252688135;;Em progresso;;;XITCC22;2025-03-28 11:28:34;
Consulta SIP-AS;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:34;00:01
Erros óticos;252688135;;Em progresso;;;XITCC22;2025-03-28 11:28:34;
Potência Tx/Rx;252688135;;Em progresso;;;XITCC22;2025-03-28 11:28:34;
Consulta HSS;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:34;00:00
Consulta de eventos MPLS;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:34;00:02
Consulta ENUM/DNS;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:34;00:00
Diagnóstico CPE/HN;252688135;;Em progresso;;;XITCC22;2025-03-28 11:28:34;
Estatísticas ETH_LAN;252688135;;Em progresso;;;XITCC22;2025-03-28 11:28:34;
Consulta RADIUS;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:34;00:02
Gestão de contas TV;252688135;;Pronto;;Avisos;XITCC22;2025-03-28 11:28:34;00:01
Consulta MPLS;252688135;;Em progresso;;;XITCC22;2025-03-28 11:28:34;
Alarmes ONT últimas 24h;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:34;00:01
Informação de cliente;214059714;;Pronto;;;ivr;2025-03-28 11:28:34;00:00
Diagnóstico ALL;214059714;;Em progresso;;;ivr;2025-03-28 11:28:34;
Consulta Produtos e Serviços;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:34;00:00
Consulta de eventos de RR;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:34;00:00
Diagnóstico HGW;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:34;00:01
Consulta Produtos e Serviços;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:34;00:00
Consulta de informação no Radius Rede;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:34;00:00
Consulta de informação no SR Cliente;1704577903;;Em progresso;;;XRSDI96;2025-03-28 11:28:34;
Cadastro rede de acesso;252688135;;Pronto;;;XITCC22;2025-03-28 11:28:34;00:00
Informação física e lógica;1701857364;;Pronto;;;FSync1;2025-03-28 11:28:34;00:01
Consulta Produtos e Serviços;273325421;;Pronto;;;FSync1;2025-03-28 11:28:34;00:00
Topologia da rede de acesso (fibra);1701857364;;Pronto;;;FSync1;2025-03-28 11:28:34;00:01
Informação de cadastro;273325421;;Pronto;;;FSync1;2025-03-28 11:28:34;00:01
Consulta Produtos e Serviços;1702263710;;Falha de acesso ao cadastro;;;ROBOTTECH;2025-03-28 11:28:34;00:00
Informação de cliente;1702263710;;Pronto;;;ROBOTTECH;2025-03-28 11:28:34;00:00
Diagnóstico ALL;252688135;;Em progresso;;;XITCC22;2025-03-28 11:28:34;
DMZ Host;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:34;00:01
Consulta Devices;1704577903;;Não aplicável;;;XRSDI96;2025-03-28 11:28:34;00:00
Diagnóstico global STB;1704577903;;Não aplicável;;;XRSDI96;2025-03-28 11:28:34;00:00
Regime de Propriedade;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:34;00:01
Consulta Produtos e Serviços;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:34;00:00
Consulta Viabilidade fibra;259323439;;Em progresso;;;XITCC22;2025-03-28 11:28:34;
Avarias comuns;259323439;;Pronto;;;XITCC22;2025-03-28 11:28:34;00:00
Regime de Propriedade;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:34;00:00
Reset fábrica;225401102;;Em progresso;;;XTTEJ15;2025-03-28 11:28:34;
Informação de cliente;229824252;;Pronto;;;XRSDG95;2025-03-28 11:28:34;00:00
Informação de cliente;1702263710;;Pronto;;;netq;2025-03-28 11:28:33;00:00
Consulta de terminais físicos;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:00
Consulta do acesso no SEC;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:00
Topologia da rede de acesso (fibra);1703795037;;Pronto;;;FSync2;2025-03-28 11:28:33;00:00
Informação física e lógica;1703795037;;Pronto;;;FSync2;2025-03-28 11:28:33;00:01
Consulta Produtos e Serviços;1703795037;;Pronto;;;FSync2;2025-03-28 11:28:33;00:00
Informação de cadastro;1703795037;;Pronto;;;FSync2;2025-03-28 11:28:33;00:01
Consulta Produtos e Serviços;255871914;;Pronto;;;FSync2;2025-03-28 11:28:33;00:00
Informação física e lógica;1701663056;;Pronto;;;FSync2;2025-03-28 11:28:33;00:01
Topologia da rede de acesso (fibra);1701663056;;Pronto;;;FSync2;2025-03-28 11:28:33;00:01
Informação de cadastro;255871914;;Pronto;;;FSync2;2025-03-28 11:28:33;00:01
Alarmes Ativos;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:00
Consulta Produtos e Serviços;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:00
Alarmes Arquivados 24h;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:00
Consulta Produtos e Serviços;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:00
Informação de cliente;1704577903;;Pronto;;;netq;2025-03-28 11:28:33;00:00
Diagnóstico HGW;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:01
Consulta cadastro SEC;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:00
Diagnóstico HGW;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:01
Informação de cliente;1704577903;;Pronto;;;netq;2025-03-28 11:28:33;00:00
Informação de cliente;1704577903;;Pronto;;;netq;2025-03-28 11:28:33;00:00
Informação de cliente;1704577903;;Pronto;;;netq;2025-03-28 11:28:33;00:00
Informação de cliente;1704577903;;Pronto;;;netq;2025-03-28 11:28:33;00:00
Informação de cliente;1704577903;;Pronto;;;netq;2025-03-28 11:28:33;00:00
Estado do ONT;1704577903;;Em progresso;;;XRSDI96;2025-03-28 11:28:33;
Consulta Global VoIP;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:03
Consulta SIP-AS;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:01
Consulta ENUM/DNS;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:00
Diagnóstico LAN;1704577903;;Em progresso;;;XRSDI96;2025-03-28 11:28:33;
Estatísticas ETH_LAN;1704577903;;Em progresso;;;XRSDI96;2025-03-28 11:28:33;
Consulta MPLS;1704577903;;Em progresso;;;XRSDI96;2025-03-28 11:28:33;
Consulta RADIUS;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:02
Consulta HSS;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:01
Erros óticos;1704577903;;Em progresso;;;XRSDI96;2025-03-28 11:28:33;
Consulta de eventos MPLS;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:02
Diagnóstico CPE/HN;1704577903;;Em progresso;;;XRSDI96;2025-03-28 11:28:33;
Potência Tx/Rx;1704577903;;Em progresso;;;XRSDI96;2025-03-28 11:28:33;
Alarmes ONT últimas 24h;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:00
Consulta Produtos e Serviços;1702235119;;Pronto;;;ROBOTTECH;2025-03-28 11:28:33;00:00
Informação de cliente;1702235119;;Pronto;;;ROBOTTECH;2025-03-28 11:28:33;00:00
Consulta Produtos e Serviços;1702259526;;Pronto;;;ROBOTTECH;2025-03-28 11:28:33;00:00
Informação de cliente;1702259526;;Pronto;;;ROBOTTECH;2025-03-28 11:28:33;00:00
Informação de cliente;273325421;;Pronto;;;FSync1;2025-03-28 11:28:33;00:00
Estado do ONT;1702263710;;Em progresso;;;ROBOTTECH;2025-03-28 11:28:33;
Informação de cliente;1702263710;;Pronto;;;ROBOTTECH;2025-03-28 11:28:33;00:01
Cadastro rede de acesso;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:33;00:00
Diagnóstico ALL;1704577903;;Em progresso;;;XRSDI96;2025-03-28 11:28:33;
Consulta Produtos e Serviços;263769572;;Pronto;;;ecare;2025-03-28 11:28:33;00:00
Consulta Produtos e Serviços;1701048121;;Pronto;;;FSync3;2025-03-28 11:28:33;00:00
Consulta Produtos e Serviços;1703885732;;Pronto;;;FSync1;2025-03-28 11:28:33;00:00
Consulta Produtos e Serviços;261819238;;Pronto;;;ecare;2025-03-28 11:28:33;00:00
Informação de cliente;1702235119;;Pronto;;;netq;2025-03-28 11:28:32;00:00
Informação de cliente;1702259526;;Pronto;;;netq;2025-03-28 11:28:32;00:00
Consulta Produtos e Serviços;1702942151;;Pronto;;;FSync4;2025-03-28 11:28:32;00:00
Informação ONT por PON;271227383;71GD01;Pronto;;;XSELG11;2025-03-28 11:28:32;00:01
Informação de cliente;1702942151;;Pronto;;;netq;2025-03-28 11:28:32;00:00
Estado do ONT;1702942151;38SE01;Pronto;;Críticos;FSync4;2025-03-28 11:28:32;00:07
Informação de cliente;1702232457;;Pronto;;;ROBOTTECH;2025-03-28 11:28:32;00:00
Consulta Produtos e Serviços;1702232457;;Pronto;;;ROBOTTECH;2025-03-28 11:28:32;00:00
Estado do ONT;1702259526;55MO01;Pronto;;Críticos;ROBOTTECH;2025-03-28 11:28:32;00:04
Informação de cliente;1702259526;;Pronto;;;ROBOTTECH;2025-03-28 11:28:32;00:00
Informação de cliente;1701048121;;Pronto;;;netq;2025-03-28 11:28:32;00:00
Estado do ONT;1701048121;;Em progresso;;;FSync3;2025-03-28 11:28:32;
Estado ONT por PON;271227383;71GD01;Pronto;;;XSELG11;2025-03-28 11:28:32;00:04
Informação de cliente;271227383;;Pronto;;;XSELG11;2025-03-28 11:28:32;00:00
Estado do ONT;1702235119;55TV01;Pronto;;Críticos;ROBOTTECH;2025-03-28 11:28:32;00:04
Informação de cliente;1702235119;;Pronto;;;ROBOTTECH;2025-03-28 11:28:32;00:01
Informação de cliente;1703885732;;Pronto;;;netq;2025-03-28 11:28:32;00:00
Estado do ONT;1703885732;96PO01;Pronto;;Críticos;FSync1;2025-03-28 11:28:32;00:04
Informação de cliente;1704869175;;Pronto;;;netq;2025-03-28 11:28:32;00:00
Informação de cliente;1702688082;;Pronto;;;netq;2025-03-28 11:28:32;00:00
Estado do ONT;263769572;63MN01;Pronto;;Críticos;ecare;2025-03-28 11:28:32;00:03
Informação de cliente;259323439;;Pronto;;;XITCC22;2025-03-28 11:28:32;00:00
Informação de cliente;255871914;;Pronto;;;FSync2;2025-03-28 11:28:31;00:01
Informação de cliente;1702232457;;Pronto;;;netq;2025-03-28 11:28:31;00:00
Alarmes Ativos;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:31;00:01
Avarias comuns;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:31;00:01
Estado do ONT;261819238;61MR01;Pronto;;Informativos;ecare;2025-03-28 11:28:31;00:07
Informação de cliente;261819238;;Pronto;;;ecare;2025-03-28 11:28:31;00:00
Alarmes Ativos;224503196;;Pronto;;;XVDRB23;2025-03-28 11:28:31;00:01
Avarias comuns;224503196;;Pronto;;;XVDRB23;2025-03-28 11:28:31;00:01
Estado do ONT;1702232457;55TV01;Pronto;;Críticos;ROBOTTECH;2025-03-28 11:28:31;00:04
Informação de cliente;1702232457;;Pronto;;;ROBOTTECH;2025-03-28 11:28:31;00:00
Consulta Produtos e Serviços;1702230324;;Pronto;;;ROBOTTECH;2025-03-28 11:28:31;00:00
Informação de cliente;1702230324;;Pronto;;;ROBOTTECH;2025-03-28 11:28:31;00:00
Consulta Produtos e Serviços;1702209872;;Pronto;;;ROBOTTECH;2025-03-28 11:28:30;00:00
Informação de cliente;1702209872;;Pronto;;;ROBOTTECH;2025-03-28 11:28:30;00:00
Informação de cliente;1704866265;;Pronto;;;netq;2025-03-28 11:28:30;00:00
Potência Tx/Rx;1704866265;63AV01;Pronto;;Críticos;FSync2;2025-03-28 11:28:30;00:05
Avarias comuns;934631335;;Pronto;;;XRSDS13;2025-03-28 11:28:30;00:01
Informação de cliente;1702230324;;Pronto;;;netq;2025-03-28 11:28:30;00:00
Informação de cliente;1704577903;;Pronto;;;XRSDI96;2025-03-28 11:28:30;00:00
Remover RR;1701553223;;Pronto;OK;;XVIAA08;2025-03-28 11:28:30;00:00
Desconfigurar acesso;1701553223;;Em progresso;;;XVIAA08;2025-03-28 11:28:30;
Estado do ONT;1702230324;32VZ06;Pronto;;Informativos;ROBOTTECH;2025-03-28 11:28:29;00:07
Informação de cliente;1702230324;;Pronto;;;ROBOTTECH;2025-03-28 11:28:29;00:01
Regime de Propriedade;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:29;00:00
Consulta Produtos e Serviços;1702217673;;Pronto;;;ROBOTTECH;2025-03-28 11:28:29;00:00
Informação de cliente;1702217673;;Pronto;;;ROBOTTECH;2025-03-28 11:28:29;00:00
Informação de cliente;224503196;;Pronto;;;XVDRB23;2025-03-28 11:28:29;00:00
Estado IP Framed-Route;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:29;00:03
DMZ Host;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:29;00:03
Diagnóstico Smart Wi-Fi;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:29;00:03
Consulta de Controlo Parental;289388223;;Falha de sistema externo;;;XPTU736;2025-03-28 11:28:29;00:02
Consulta Devices;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:29;00:00
Diagnóstico global STB;289388223;;Sem informação de cadastro;;;XPTU736;2025-03-28 11:28:29;00:00
Regime de Propriedade;296493071;;Pronto;;;P053946;2025-03-28 11:28:29;00:00
Regime de Propriedade;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:29;00:00
Consulta IP fixo;1701553223;;Sem informação de cadastro;;;XVIAA08;2025-03-28 11:28:29;00:00
Remover SR;1701553223;;Pronto;OK;;XVIAA08;2025-03-28 11:28:29;00:01
Mapeamento IMSI - MSISDN;934631335;;Pronto;;;XRSDS13;2025-03-28 11:28:29;00:01
Consulta Radius (Móvel);934631335;;Pronto;;;XRSDS13;2025-03-28 11:28:29;00:00
Cadastro cliente móvel;934631335;;Pronto;;;XRSDS13;2025-03-28 11:28:29;00:01
Informação de cliente;1702209872;;Pronto;;;netq;2025-03-28 11:28:29;00:01
Informação de cliente;1702217673;;Pronto;;;netq;2025-03-28 11:28:29;00:00
Consulta Produtos e Serviços;1704610265;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Consulta de eventos de RR;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Diagnóstico HGW;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:01
Consulta Produtos e Serviços;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Consulta de informação no Radius Rede;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Consulta de informação no SR Cliente;289388223;;Em progresso;;;XPTU736;2025-03-28 11:28:28;
Diagnóstico STB;219235108;;Em progresso;;;XRSDS85;2025-03-28 11:28:28;
Estado IP Framed-Route;219235108;;Em progresso;;;XRSDS85;2025-03-28 11:28:28;
DMZ Host;219235108;;Em progresso;;;XRSDS85;2025-03-28 11:28:28;
Diagnóstico Smart Wi-Fi;219235108;;Falha de sistema externo;;;XRSDS85;2025-03-28 11:28:28;00:00
Consulta de Controlo Parental;219235108;;Em progresso;;;XRSDS85;2025-03-28 11:28:28;
Consulta Devices;219235108;;Pronto;;;XRSDS85;2025-03-28 11:28:28;00:00
Diagnóstico global STB;219235108;;Em progresso;;;XRSDS85;2025-03-28 11:28:28;
Estado do ONT;1702217673;55TV01;Pronto;;Críticos;ROBOTTECH;2025-03-28 11:28:28;00:04
Informação de cliente;1702217673;;Pronto;;;ROBOTTECH;2025-03-28 11:28:28;00:00
Regime de Propriedade;263853604;;Pronto;;;ivr;2025-03-28 11:28:28;00:00
Informação de cliente;1702205371;;Pronto;;;ROBOTTECH;2025-03-28 11:28:28;00:00
Consulta Produtos e Serviços;1702205371;;Pronto;;;ROBOTTECH;2025-03-28 11:28:28;00:00
Consulta Produtos e Serviços;1704170361;;Pronto;;;FSync1;2025-03-28 11:28:28;00:00
Informação de cliente;934631335;;Pronto;;;XRSDS13;2025-03-28 11:28:28;00:01
Regime de Propriedade;219235108;;Pronto;;;XRSDS85;2025-03-28 11:28:28;00:00
Consulta Produtos e Serviços;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Estado ONT por PON;;;Pronto;;;XVIAB92;2025-03-28 11:28:28;00:02
Diagnóstico STB;296493071;;Pronto;;Avisos;P053946;2025-03-28 11:28:28;00:03
Estado do ONT;1702209872;32VZ06;Pronto;;Informativos;ROBOTTECH;2025-03-28 11:28:28;00:10
Informação de cliente;1702209872;;Pronto;;;ROBOTTECH;2025-03-28 11:28:28;00:00
Consulta Produtos e Serviços;1701878479;;Pronto;;;P053946;2025-03-28 11:28:28;00:00
Consulta de eventos de RR;296493071;;Pronto;;;P053946;2025-03-28 11:28:28;00:00
Consulta Produtos e Serviços;296493071;;Pronto;;;P053946;2025-03-28 11:28:28;00:00
Diagnóstico HGW;296493071;;Pronto;;;P053946;2025-03-28 11:28:28;00:01
Consulta de informação no Radius Rede;296493071;;Pronto;;;P053946;2025-03-28 11:28:28;00:00
Consulta de informação no SR Cliente;296493071;;Em progresso;;;P053946;2025-03-28 11:28:28;
Estado IP Framed-Route;296493071;;Pronto;;;P053946;2025-03-28 11:28:28;00:02
DMZ Host;296493071;;Pronto;;;P053946;2025-03-28 11:28:28;00:02
Consulta Devices;296493071;;Pronto;;;P053946;2025-03-28 11:28:28;00:00
Consulta de Controlo Parental;296493071;;Pronto;;;P053946;2025-03-28 11:28:28;00:06
Diagnóstico Smart Wi-Fi;296493071;;Pronto;;;P053946;2025-03-28 11:28:28;00:07
Diagnóstico global STB;296493071;;Pronto;;Avisos;P053946;2025-03-28 11:28:28;00:03
Consulta de quotas;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Consulta PIN Visualização de canais e conteúdos;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Consulta PIN Compras e alugueres;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Consulta PIN adultos;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Dados Subscrições;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Consulta Devices;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Dados MediaRoom;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Dados MediaHub;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Informação de cliente;1704170361;;Pronto;;;netq;2025-03-28 11:28:28;00:00
Estado do ONT;1704170361;38GA01;Pronto;;Críticos;FSync1;2025-03-28 11:28:28;00:02
Consulta de informação no SR NAT;263853604;;Pronto;;;ivr;2025-03-28 11:28:28;00:01
Regime de Propriedade;296493071;;Pronto;;;P053946;2025-03-28 11:28:28;00:00
Consulta Produtos e Serviços;1704610265;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Diagnóstico HGW;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:01
Alarmes Ativos;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Alarmes Arquivados 24h;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Consulta Produtos e Serviços;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Regime de Propriedade;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Estatísticas ETH_LAN;289388223;;Em progresso;;;XPTU736;2025-03-28 11:28:28;
Consulta RADIUS;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:02
Potência Tx/Rx;289388223;89QT01;Pronto;;;XPTU736;2025-03-28 11:28:28;00:11
Consulta HSS;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:01
Consulta de eventos MPLS;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:01
Consulta SIP-AS;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Gestão de contas TV;289388223;;Pronto;;Avisos;XPTU736;2025-03-28 11:28:28;00:01
Consulta ENUM/DNS;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Alarmes ONT últimas 24h;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:28;00:00
Consulta MPLS;289388223;;Em progresso;;;XPTU736;2025-03-28 11:28:28;
Diagnóstico CPE/HN;289388223;;Em progresso;;;XPTU736;2025-03-28 11:28:28;
Erros óticos;289388223;;Em progresso;;;XPTU736;2025-03-28 11:28:28;
Estado do ONT;289388223;;Em progresso;;;XPTU736;2025-03-28 11:28:28;
Obter dados de conta;296493071;;Pronto;;;P053946;2025-03-28 11:28:27;00:00
Obter Fast Zapping;296493071;;Pronto;;;P053946;2025-03-28 11:28:27;00:00
Consulta Produtos e Serviços;296493071;;Pronto;;;P053946;2025-03-28 11:28:27;00:00
Consulta Produtos e Serviços;1702170294;;Pronto;;;ivr;2025-03-28 11:28:27;00:00
Diagnóstico HGW;263853604;;Pronto;;;ivr;2025-03-28 11:28:27;00:01
Consulta Produtos e Serviços;263853604;;Pronto;;;ivr;2025-03-28 11:28:27;00:00
Consulta de eventos de RR;263853604;;Pronto;;;ivr;2025-03-28 11:28:27;00:00
Consulta de informação no SR Cliente;263853604;;Em progresso;;;ivr;2025-03-28 11:28:27;
Consulta de informação no Radius Rede;263853604;;Pronto;;;ivr;2025-03-28 11:28:27;00:00
Diagnóstico STB;263853604;;Em progresso;;;ivr;2025-03-28 11:28:27;
Informação de cliente;1702205371;;Pronto;;;netq;2025-03-28 11:28:27;00:00
Cadastro rede de acesso;289388223;;Pronto;;;XPTU736;2025-03-28 11:28:27;00:00
Diagnóstico ALL;289388223;;Em progresso;;;XPTU736;2025-03-28 11:28:27;
Consulta Devices;263853604;;Pronto;;;ivr;2025-03-28 11:28:27;00:00
Consulta de Controlo Parental;263853604;;Em progresso;;;ivr;2025-03-28 11:28:27;
DMZ Host;263853604;;Em progresso;;;ivr;2025-03-28 11:28:27;
Estado IP Framed-Route;263853604;;Em progresso;;;ivr;2025-03-28 11:28:27;
Diagnóstico Smart Wi-Fi;263853604;;Falha de sistema externo;;;ivr;2025-03-28 11:28:27;00:00
Diagnóstico global STB;263853604;;Em progresso;;;ivr;2025-03-28 11:28:27;
Remover configuração de MPLS;1701553223;;Pronto;OK;;XVIAA08;2025-03-28 11:28:27;00:03
Informação de cliente;1701553223;;Pronto;;;XVIAA08;2025-03-28 11:28:27;00:00
Consulta Produtos e Serviços;1702196553;;Pronto;;;ROBOTTECH;2025-03-28 11:28:27;00:00
Informação de cliente;1702196553;;Pronto;;;ROBOTTECH;2025-03-28 11:28:27;00:00
Regime de Propriedade;263853604;;Pronto;;;ivr;2025-03-28 11:28:27;00:00
Consulta Produtos e Serviços;1704473042;;Pronto;;;XRSDS85;2025-03-28 11:28:27;00:00
Diagnóstico HGW;219235108;;Pronto;;;XRSDS85;2025-03-28 11:28:27;00:01
Diagnóstico CPE/HN;219235108;;Em progresso;;;XRSDS85;2025-03-28 11:28:27;
Consulta Produtos e Serviços;263853604;;Pronto;;;ivr;2025-03-28 11:28:27;00:00
Consulta PIN Visualização de canais e conteúdos;296493071;;Pronto;;;P053946;2025-03-28 11:28:27;00:00
